#{"t_start": 1680424590.6175888, "env_id": "DemonAttackNoFrameskip-v4"}
r,l,t
110.0,726,68.959884
370.0,1145,170.615905
80.0,727,237.614305
110.0,564,284.44304
140.0,531,330.368087
220.0,838,400.510954
70.0,484,445.040602
340.0,1151,547.58407
140.0,507,592.755266
190.0,747,660.10697
100.0,907,739.548765
325.0,1316,853.929685
80.0,408,888.296121
280.0,989,970.034086
150.0,779,1038.18744
90.0,432,1081.323262
40.0,261,1103.930386
235.0,1195,1208.849464
110.0,643,1266.018784
160.0,1357,1382.062208
120.0,1447,1516.353016
150.0,965,1597.965395
160.0,986,1687.958004
130.0,1608,1826.049481
160.0,1552,1962.360151
370.0,1356,2085.852077
120.0,498,2122.694645
160.0,860,2201.033468
90.0,565,2247.875562
80.0,487,2292.512781
235.0,1326,2408.705595
20.0,375,2442.240203
355.0,1755,2600.213019
340.0,1667,2747.634553
175.0,1091,2840.241525
175.0,779,2908.624155
80.0,433,2943.655531
310.0,1248,3056.895696
110.0,577,3104.488578
325.0,1429,3230.888007
280.0,897,3310.647611
250.0,911,3390.832815
50.0,296,3422.215702
295.0,1283,3537.551386
250.0,1051,3629.527582
130.0,844,3699.984118
90.0,623,3756.526422
50.0,431,3792.005366
120.0,593,3847.617634
100.0,576,3895.126543
70.0,642,3951.886598
30.0,252,3974.377346
80.0,565,4021.301653
280.0,1985,4202.154317
130.0,1451,4329.052424
295.0,2510,4548.868097
140.0,879,4629.449897
50.0,282,4652.822146
140.0,744,4720.017063
235.0,1358,4843.567672
265.0,926,4924.154403
90.0,430,4959.35247
90.0,474,5003.523054
130.0,625,5051.789358
100.0,545,5105.489515
50.0,321,5129.715154
130.0,648,5186.470838
205.0,1007,5276.397087
265.0,1130,5378.397948
100.0,574,5425.366555
80.0,307,5449.104405
540.0,1649,5596.473656
120.0,618,5652.978104
370.0,2696,5893.960332
100.0,717,5952.703048
355.0,19561,7699.952133
120.0,753,7767.890875
280.0,1112,7861.101583
235.0,912,7941.325406
355.0,2273,8146.712783
160.0,918,8226.724405
205.0,1151,8329.066587
310.0,1260,8442.05438
130.0,675,8499.81164
90.0,355,8532.802683
205.0,844,8603.308371
205.0,967,8685.288754
220.0,845,8763.246217
110.0,571,8810.331009
250.0,1177,8913.447154
325.0,1146,9016.197423
190.0,770,9084.879183
130.0,939,9167.493184
280.0,1429,9300.696528
205.0,984,9382.97513
50.0,303,9406.816245
150.0,966,9496.198624
325.0,1788,9655.331001
130.0,925,9735.532285
235.0,1994,9907.76284
130.0,661,9964.916685
310.0,2479,10190.469644
110.0,908,10270.470981
460.0,2547,10491.1889
90.0,531,10544.900585
130.0,722,10604.007743
120.0,763,10671.66062
190.0,1487,10798.289352
295.0,4992,11242.334759
110.0,4500,11644.296095
160.0,822,11722.002609
100.0,378,11756.045043
50.0,319,11780.377828
175.0,880,11859.407998
340.0,3591,12178.53498
80.0,490,12222.930452
100.0,1245,12328.435906
190.0,823,12398.501516
120.0,1172,12509.799487
280.0,1362,12627.60531
190.0,1709,12776.851574
130.0,576,12831.529061
205.0,749,12891.133531
110.0,481,12935.46443
90.0,539,12981.375362
190.0,3608,13301.106985
110.0,523,13346.952595
60.0,354,13380.000046
120.0,819,13449.471731
235.0,1144,13551.71505
1240.0,3134,13826.834662
130.0,635,13883.382249
680.0,1781,14042.882003
220.0,1138,14144.634702
370.0,1329,14260.446458
265.0,883,14340.020753
250.0,962,14421.611113
355.0,1543,14558.817943
310.0,1131,14661.079937
420.0,1645,14809.113959
310.0,1152,14913.279949
355.0,1690,15061.969936
980.0,1775,15213.199199
340.0,1277,15326.546963
980.0,2035,15509.055927
160.0,1016,15599.894004
265.0,1588,15738.392679
440.0,1829,15898.733535
680.0,2187,16093.700052
420.0,1418,16218.849786
1340.0,2440,16435.111222
420.0,1924,16606.555747
160.0,968,16695.803354
540.0,1560,16833.280115
440.0,1619,16972.514219
60.0,445,17008.289061
340.0,2795,17260.145251
500.0,1524,17396.72627
370.0,1685,17545.810866
370.0,1516,17681.444397
1120.0,2342,17887.315421
370.0,1524,18023.445372
660.0,1424,18148.890839
680.0,1722,18298.47318
980.0,3963,18652.851383
310.0,1681,18801.377414
900.0,1914,18971.348223
385.0,1404,19096.177822
660.0,1558,19233.536763
175.0,828,19303.661172
325.0,1903,19476.085693
520.0,1843,19637.248463
680.0,1831,19797.992982
370.0,1255,19911.196187
220.0,1399,20036.463261
295.0,1322,20151.19617
130.0,837,20221.470053
1060.0,2292,20426.407185
540.0,1782,20586.048179
840.0,1939,20759.592884
340.0,1129,20861.706854
250.0,1078,20954.132493
295.0,1338,21070.205071
250.0,1071,21170.513854
130.0,812,21239.897978
400.0,1583,21378.040326
190.0,1204,21481.895908
100.0,617,21538.117794
370.0,1191,21641.28451
310.0,1420,21768.109291
190.0,789,21837.158423
205.0,1139,21938.982017
460.0,1506,22074.660334
250.0,1200,22178.509577
90.0,546,22224.686379
680.0,1748,22382.702356
310.0,1015,22473.108856
120.0,537,22519.323217
400.0,1164,22622.19883
385.0,1629,22762.243846
160.0,764,22830.679959
295.0,1315,22947.671316
50.0,358,22981.28441
620.0,2434,23198.619873
520.0,1564,23335.805753
120.0,640,23392.386273
130.0,595,23447.872729
220.0,1195,23551.248252
460.0,1787,23711.421011
640.0,1784,23863.433975
460.0,1537,24000.016756
190.0,1027,24092.230555
175.0,602,24147.646061
385.0,1536,24284.00762
460.0,1653,24431.982286
480.0,1898,24595.703603
310.0,1217,24707.908061
620.0,1753,24858.289911
1220.0,1821,25017.79191
355.0,1448,25151.88785
500.0,1797,25305.47507
280.0,1056,25405.762917
960.0,1670,25554.870695
860.0,2190,25741.709144
640.0,2070,25932.126258
150.0,705,25990.773113
340.0,1314,26105.473905
370.0,1492,26241.247339
90.0,342,26266.343357
370.0,1327,26390.617614
325.0,1109,26484.287067
355.0,1249,26597.288019
150.0,625,26653.719191
370.0,1158,26748.726797
205.0,908,26828.47042
500.0,1809,26988.59341
120.0,468,27032.808222
100.0,657,27090.287347
190.0,920,27170.967456
265.0,1494,27307.01974
480.0,1976,27482.65956
110.0,1005,27573.348011
175.0,1011,27664.209676
205.0,745,27723.979595
250.0,1206,27836.321828
205.0,993,27918.810967
560.0,1453,28053.113324
50.0,254,28067.871201
385.0,1407,28193.558117
110.0,569,28248.512581
130.0,728,28308.030458
140.0,882,28387.556594
235.0,1023,28478.638398
370.0,2008,28661.508004
80.0,380,28687.519517
235.0,1049,28786.977578
235.0,1267,28892.665131
220.0,1256,29005.42602
280.0,1889,29175.957148
250.0,1076,29268.648946
205.0,1071,29361.331392
355.0,1825,29521.646822
190.0,759,29589.247246
235.0,851,29667.787054
205.0,855,29738.410048
205.0,1073,29840.011468
175.0,817,29909.64348
175.0,818,29979.098516
370.0,1324,30094.291023
205.0,995,30184.542702
235.0,847,30263.968265
295.0,1129,30360.383762
235.0,1134,30463.840352
235.0,960,30554.505298
120.0,915,30636.529827
100.0,954,30719.441816
310.0,1301,30835.690239
130.0,498,30880.514678
120.0,1007,30972.348105
80.0,598,31019.979121
80.0,405,31054.398155
400.0,1499,31189.271519
50.0,362,31222.310066
150.0,1025,31312.883794
70.0,363,31338.26519
70.0,380,31371.962376
205.0,960,31460.705379
50.0,293,31484.195022
310.0,1419,31609.196535
80.0,503,31654.204947
325.0,1211,31757.837988
250.0,988,31847.701407
175.0,633,31896.370605
265.0,1249,32009.015921
295.0,1567,32147.360466
235.0,1114,32247.817473
355.0,1221,32351.1951
140.0,745,32418.079888
130.0,613,32473.56468
80.0,594,32520.999141
310.0,1045,32612.321926
265.0,1188,32715.724169
40.0,268,32738.648457
265.0,934,32827.029564
90.0,409,32861.717823
250.0,1264,32974.879846
120.0,716,33033.132437
70.0,398,33067.275287
325.0,1295,33180.410994
120.0,559,33227.875295
140.0,593,33282.899013
250.0,882,33361.070881
140.0,648,33417.668901
205.0,894,33489.070032
175.0,738,33556.316783
265.0,1254,33669.137043
160.0,767,33736.811899
310.0,930,33817.156544
60.0,315,33841.200154
340.0,1302,33954.799352
175.0,1105,34055.144705
235.0,996,34144.962412
70.0,412,34179.45428
110.0,614,34227.55975
280.0,1089,34329.432331
140.0,667,34386.446225
80.0,410,34420.874945
150.0,781,34489.241428
220.0,1159,34591.808773
30.0,264,34614.446227
30.0,362,34647.720139
280.0,1301,34761.853568
175.0,2001,34933.972154
100.0,487,34978.308494
90.0,1891,35147.080878
40.0,237,35168.892188
130.0,786,35237.219592
295.0,1558,35373.726974
175.0,4676,35785.097481
370.0,1283,35897.952709
120.0,659,35954.959425
220.0,1228,36066.794187
600.0,6037,36602.24826
420.0,1735,36750.505458
370.0,8781,37532.755252
220.0,4004,37887.55373
235.0,2471,38104.220755
175.0,1134,38205.453802
740.0,4577,38604.220359
140.0,803,38672.988395
325.0,2668,38911.42037
